name,latitude,longitude,user_rating,category,num_user_rated,vicinity,time
Opal Inn Hotel,12.9966639,80.2587124,3.8,restaurant,32,"15, Mahatma Gandhi Road, Nungambakkam, Chennai",90
Radisson Blu Hotel Chennai,12.9944534,80.1875061,4.3,restaurant,5257,"531, Chennai - Theni Highway, St.Thomas Mount",90
The French Loaf,13.0557822,80.2349104,3.6,restaurant,196,"80, Mahalingapuram Main Road, Mahalingapuram, Nungambakkam, Chennai",90
Hot Chips Veg Restaurant,13.006459,80.244743,3.5,restaurant,2083,"near CLRI, Ramco Systems, New #52, near CLRI, Ramco Systems, Sardar Patel Road, Adyar, Chennai",90
Barista,12.9990934,80.270669,3.9,restaurant,578,"No M, 29/4, 25th Cross Street, Besant Nagar, Chennai",90
Mash Resto-Café Besant Nagar,13.0027885,80.2722267,4.1,restaurant,1413,"1st Floor, 13, 5th Avenue, Urrur Kuppam, Besant Nagar, Chennai",90
Hot Chips Veg Restaurant,12.9286222,80.1144833,3.7,restaurant,976,"Old No 9 New No 67, Rajaji Road, Venkatesan Street, Opp National Theater, West Tambaram, Chennai",90
Hot Chips Veg Restaurant,13.0886288,80.2867911,3.7,restaurant,1353,"225, NSC Bose Road, Parry's Corner, Chennai",90
Cafe Amin,13.0513692,80.2641501,4.1,restaurant,1126,"No. 21, Royapettah High Rd, Opposite to Police Station, Azad Nagar, Royapettah, Chennai",90
Coffeetales,13.0817903,80.2249971,4.3,restaurant,518,"7, 7th West Cross Street, Shenoy Nagar West, Bharathi Puram, Annanagar East, Chennai",90
Hot Chips Veg Restaurant,12.9567456,80.2553724,3.5,restaurant,2753,"No: 2/546, East Coast Road, Neelangarai, Near Antony church, Chennai",90
Doveton Cafe,13.0866669,80.2581204,3.9,restaurant,4917,"No.5, Purasawalkam High Road, Purasaiwakkam, Chennai",90
Hot Breads,13.0147263,80.224472,3.7,restaurant,158,"7/2, Anna Salai, Saidapet, Chennai",90
Hot Chips Veg Restaurant,13.0850088,80.2031159,3.8,restaurant,2514,"Tovo Canteen, C-44 12th Main Road, 2nd Avenue, Anna Nagar, Chennai",90
Hot Chips Veg Restaurant,12.9797185,80.2276573,3.6,restaurant,3463,"3, 1st Main Road, Baby Nagar, Velachery, Chennai",90
ID SATHYAM,13.055433,80.258131,4.4,restaurant,487,"1st Floor, Plot No. 8, Sathyam Cinemas, Thiruvika Road, Peters Colony, Royapettah, Chennai",90
Brew,13.0614009,80.2638916,4.5,restaurant,2,"Taj Club House, No. 2, Club House Road, Chennai",90
Akshayas Snack Corner,12.9200017,80.1446282,4.2,restaurant,15,"No 46, 2nd Main Road, Sundaram Colony, Selaiyur, Chennai",90
Grand Star,12.8424529,80.0578065,3.3,restaurant,6,"144/A, G.S.T. Road, NH Service Road, Guduvanchery",90
NOVELTY TEA HOUSE,13.0891536,80.2788544,4.1,restaurant,1194,"Old No.175, New, No.355, Mint Street, Park Town, Chennai",90
Ecstasy by Mickaël Besse,13.055431,80.258008,4.4,restaurant,59,"# 8, Sathyam Cinemas, Thiru-vi-ka Road, Royapettah, Chennai",90
Cafe Adoniya,13.0708997,80.2462746,4.1,restaurant,74,"66/5, Spur Tank Road, Mukta Gardens, Chetpet, Chennai",90
Cafe Coffee Day,13.0314234,80.256411,3.7,restaurant,213,"127, 2nd Street, CP Ramaswamy Road, Abiramapuram, Chennai",90
Ambrosia cafe & bakery,13.0303182,80.2456353,4.3,restaurant,236,"No 11, 139, Cenotaph Road, Chennai",90
Hot Breads,13.0873696,80.1794263,3.9,restaurant,218,"2nd Building, 1461, Garden Avenue Thiruvalluvar Road Panneer Nagar East, Mogappair East, Chennai",90
Hot Chips Veg Restaurant,13.0365937,80.2121449,3.7,restaurant,1375,"36, Balaji Complex, opposite to Gokulam Park, 1, 1st Street, Ashok Nagar, Chennai",90
Hot Chips Veg Restaurant,12.9428826,80.1336145,3.6,restaurant,1710,"MIT Road, No.13, Chennai - Theni Highway, Kamakshi Colony, Chromepet, Chennai",90
Cookie Man - Chennai Airport,12.9840736,80.1666751,3.6,restaurant,28,"Kamaraj Domestic Terminal, Check Inn Area Meenambakkam, airport, Chennai",90
Hot Breads,13.0565827,80.2569049,4,restaurant,58,"102, Anna Salai, Chennai",90
Fusilli Reasons,13.0817956,80.2488186,4.3,restaurant,5675,"Ormes Road, 2/62, Kilpauk, Chennai",90
Lobby Lounge,13.043045,80.248685,4.2,restaurant,13,"365, Anna Salai, Thiru Vi Ka Kudiyiruppu, Teynampet, Chennai",90
Hot Chips Veg Restaurant,13.087229,80.2587875,3.7,restaurant,820,"14, Thiru Narayana Guru Road, Periyamedu, Purasaiwakkam, Chennai",90
Snofield,13.0452081,80.2594507,4.1,restaurant,40,"Amaravathi Complex, 1, Cathedral Road, Gopalapuram, Chennai",90
Saravana Coffee,13.0522849,80.2279606,4,restaurant,16,"45/2, Akbarabad 2nd Street, Kodambakkam, Chennai",90
Truly Scrumptious,13.0284467,80.256199,4.3,restaurant,18,"CP Ramaswamy Street, SBI Colony, Abiramapuram, Chennai",90
Ashok pan house,13.08495,80.2134538,4.3,restaurant,58,"No.42/1, 2 and avenue. Annanagar,, Chennai",90
Leo Coffee,13.042013,80.177885,4.4,restaurant,9,"opp. HDFC BANK, No:, opp. HDFC BANK, Arcot Road, Valasaravakkam, Chennai",90
Leo Coffee Shop,13.1327293,80.2922552,4.5,restaurant,8,"No: 530, Thiruvottiyur High Road, Old Washermanpet, Chennai",90
Leo Coffee,13.0897033,80.2785578,0,restaurant,0,"167, NSC Bose Road, Parrys, George Town, Chennai",90
Leo Coffee,13.0867388,80.2572848,4.3,restaurant,6,"259, Purasawalkam High Road, Perumalpet, Purasaiwakkam, Chennai",90
Mathsya Egmore,13.0750204,80.258062,4.2,restaurant,5678,"1, Tamil Salai, KVN Puram, Egmore, Chennai",90
Coffee House @ Mount Road,13.0661983,80.268601,4.2,restaurant,1566,"105, Anna Salai, Border Thottam, Padupakkam, Triplicane, Chennai",90
Craft Cafe,13.0655519,80.2669318,4.1,restaurant,37,"108, Mount Road, Anna Salai, Royapettah, Chennai",90
Chai Kings - Kilpauk,13.0789505,80.2519397,4.2,restaurant,657,"925, Poonamallee High Road, Kilpauk, Chennai",90
Leo Coffee,13.063968,80.280575,0,restaurant,0,"No: 282, BHARATHIYAR SALAI, Triplicane, Chennai",90
Leo Coffee,13.059652,80.274283,0,restaurant,0,"NISHAM FOODS PRIVATE LIMITED, NO: 35, Royapettah High Road, Royapettah, Chennai",90
Ratna Cafe,13.0587341,80.2740342,4.1,restaurant,9211,"Triplicane High Road, Triplicane, Chennai",90
Wild Garden - The café at Amethyst,13.0571201,80.2594242,4.4,restaurant,3548,"next to Corporation Bank, No 28, Whites Road, Amethyst, next to Corporation Bank, Royapettah, Chennai",90
Sandy's Chocolate Laboratory,13.0610964,80.2482131,4.3,restaurant,1969,"2 16/1 WALLACE GARDEN Next To Subway, Nungambakkam, Chennai",90
Costa Coffee - Harrington,13.0689623,80.2386226,3.7,restaurant,22,"No. 92, Lady Andal Venkata Subba Rao Matriculation Higher Secondary School., Harrington Road, Chetpet, Chennai",90
Rathna Cafe,13.1126397,80.2885087,4,restaurant,52,"16, M.C. Road, Gollavar Agraharam Road, Old Washermanpet, Chennai",90
The French Loaf,13.113842,80.294464,3.8,restaurant,24,"International Tech Park, Planet Yumm Food Court, Ascendas, Phase 1, Tharamani, Chennai",90
Brown Tree,13.046506,80.256068,4.1,restaurant,134,"54, Cathedral Road, Kasturi Estate, Gopalapuram, Chennai",90
Signature Tattoo & Arts Institute,13.0556776,80.242861,4.8,restaurant,21,"opp. to Valluvarkottom, #9 New Tank Street , Nungambakkam, Next to ICICI bank, opp. to Valluvarkottom, Chennai",90
The Pedreno's Global Fusion Restaurant,13.0429162,80.2633849,4.2,restaurant,1758,"113, 114, PS Sivasamy Salai, Mylapore, Chennai",90
CAKE MY DAY,13.1242801,80.2600998,4,restaurant,64,"948, Nagamalaipudukotai, Mahakavi Bharathi Nagar, Vyasarpadi, Chennai",90
Leo Coffee,13.084695,80.22516,1,restaurant,1,"No: ""30, JJ MALIGAI COMP, THIRUMANGALAM, Anna Nagar West, Chennai",90
Leo Coffee,13.070899,80.223618,0,restaurant,0,"MURUGAN STORES SUPER MARKET, NO:513, Poonamallee High Road, Aminjikarai, Chennai",90
Gangotree Chats,13.0416485,80.2444263,4.1,restaurant,633,"23 A, Mandira Appts, North Boag Road, Drivers Colony, T. Nagar, Chennai",90
Goli Vada Pav No.1,13.0330146,80.2712058,3.7,restaurant,23,"New No 27,East Mada Street, Vinayaka Nagar Colony, Mylapore, Chennai",90
Leo Coffee,13.0323626,80.2688853,3.6,restaurant,61,"42, South Mada Street, Alamelu Manga Puram, Sankarapuram, Mylapore, Chennai",90
Arignar Anna Zoological Park,12.8793266,80.0819116,4.2,zoo,42348,"Grand Southern Trunk Road, Vandalur",120
Chennai Snake Park Trust,13.004233,80.2386284,4.1,zoo,5862,"Raj Bhavan post, Guindy, Chennai",120
Wildlife photography tours -Naturographers,13.040897,80.2245048,4.7,zoo,3,"Arihant Apartments, 81 B, Thambiah Road, West Mambalam, Chennai",120
Reptile House,12.8799568,80.0935926,4,zoo,308,Vandalur Zoo,120
vandalur zoo,12.882649,80.0876584,4.1,zoo,1346,"Vandalur Zoo, Peerakankaranai",120
Vandaloor Biological Park,12.8802388,80.0829657,4.2,zoo,234,Vandalur,120
